"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"arts","art","NOUN","Number=Plur","obl","dangerous","dangerous","ADJ",4,"art dangerous"
"radio","radio","NOUN","Number=Sing","obl","lined","line","VERB",8,"radio line"
"band","band","NOUN","Number=Sing","obj","rob","rob","VERB",1,"band rob"
"concert","concert","NOUN","Number=Sing","obl","collecting","collect","VERB",1,"concert collect"
"radio","radio","NOUN","Number=Sing","obj","unplugged","unplug","VERB",1,"radio unplug"
"radio","radio","NOUN","Number=Sing","nmod","remember","remember","VERB",6,"radio remember"
"radio","radio","NOUN","Number=Sing","obl","resounded","resound","VERB",1,"radio resound"
"band","band","NOUN","Number=Sing","nsubj","sight","sight","NOUN",2,"band sight"
"art","art","NOUN","Number=Sing","nsubj","ripp","ripp","VERB",2,"art ripp"
"art","art","NOUN","Number=Sing","nsubj","partner","partner","NOUN",2,"art partner"
"art","art","NOUN","Number=Sing","obl","standing","stand","VERB",2,"art stand"
"art","art","NOUN","Number=Sing","nmod","hotel","hotel","NOUN",2,"art hotel"
"art","art","NOUN","Number=Sing","nsubj","played","play","VERB",8,"art play"
"art","art","NOUN","Number=Sing","obj","murdering","murdering","VERB",2,"art murdering"
"art","art","NOUN","Number=Sing","obj","didn","didn","VERB",7,"art didn"
"radio","radio","NOUN","Number=Sing","nmod","wsitch","wsitch","NOUN",2,"radio wsitch"
"art","art","NOUN","Number=Sing","obj","more","more","ADJ",3,"art more"
"band","band","NOUN","Number=Sing","nsubj","turned","turn","VERB",8,"band turn"
"art","art","NOUN","Number=Sing","nmod","a","a","NOUN",1,"art a"
"art","art","NOUN","Number=Sing","nmod","f","f","NOUN",5,"art f"
"art","art","NOUN","Number=Sing","nmod","grade","grade","NOUN",9,"art grade"
"art","art","NOUN","Number=Sing","obl","tells","tell","VERB",4,"art tell"
"arts","art","NOUN","Number=Plur","obj","cultivate","cultivate","VERB",6,"art cultivate"
"band","band","NOUN","Number=Sing","obj","bulb","bulb","VERB",1,"band bulb"
"radio","radio","NOUN","Number=Sing","nsubj","life","life","NOUN",3,"radio life"
"radio","radio","NOUN","Number=Sing","nsubj","die","die","VERB",1,"radio die"
"radio","radio","NOUN","Number=Sing","nsubj","instinct","instinct","ADJ",9,"radio instinct"
"band","band","NOUN","Number=Sing","obl","special","special","ADJ",5,"band special"
"concert","concert","NOUN","Number=Sing","obl","burned","burn","VERB",3,"concert burn"
"bands","band","NOUN","Number=Plur","obj","leading","lead","VERB",5,"band lead"
"art","art","NOUN","Number=Sing","obj","guarantee","guarantee","VERB",5,"art guarantee"
"radio","radio","NOUN","Number=Sing","obl","gold","gold","VERB",2,"radio gold"
"concert","concert","NOUN","Number=Sing","nmod","went","go","VERB",3,"concert go"
"art","art","NOUN","Number=Sing","obl","missing","missing","VERB",2,"art missing"
"arts","art","NOUN","Number=Plur","nmod","experience","experience","NOUN",6,"art experience"
"band","band","NOUN","Number=Sing","nsubj","break","break","NOUN",8,"band break"
"band","band","NOUN","Number=Sing","nsubj","music","music","NOUN",14,"band music"
"band","band","NOUN","Number=Sing","obl","meet","meet","VERB",16,"band meet"
"band","band","NOUN","Number=Sing","nsubj","eats","eat","VERB",1,"band eat"
"radio","radio","NOUN","Number=Sing","nsubj","melting","melt","VERB",2,"radio melt"
"radio","radio","NOUN","Number=Sing","nmod","award","award","NOUN",3,"radio award"
"radio","radio","NOUN","Number=Sing","nmod","dean","dean","NOUN",3,"radio dean"
"band","band","NOUN","Number=Sing","nmod","playin","playin","NOUN",4,"band playin"
"art","art","NOUN","Number=Sing","obl","taken","take","VERB",13,"art take"
"concert","concert","NOUN","Number=Sing","nmod","volume","volume","NOUN",3,"concert volume"
"art","art","NOUN","Number=Sing","nmod","stare","stare","NOUN",1,"art stare"
"band","band","NOUN","Number=Sing","obj","steve","steve","VERB",14,"band steve"
"concert","concert","NOUN","Number=Sing","obl","pulls","pull","VERB",1,"concert pull"
"radio","radio","NOUN","Number=Sing","nsubj","rapping","rapping","VERB",15,"radio rapping"
"radios","radio","NOUN","Number=Plur","obl","chattering","chatter","VERB",22,"radio chatter"
"radio","radio","NOUN","Number=Sing","nmod","rourke","rourke","NOUN",1,"radio rourke"
"radio","radio","NOUN","Number=Sing","nsubj","belonged","belong","VERB",1,"radio belong"
"art","art","NOUN","Number=Sing","obl","touch","touch","VERB",1,"art touch"
"arts","art","NOUN","Number=Plur","nmod","scholarship","scholarship","NOUN",2,"art scholarship"
"radio","radio","NOUN","Number=Sing","nsubj","presence","presence","NOUN",1,"radio presence"
"art","art","NOUN","Number=Sing","nsubj","transcend","transcend","VERB",2,"art transcend"
"arts","art","NOUN","Number=Plur","nsubj","inspired","inspire","VERB",10,"art inspire"
"concert","concert","NOUN","Number=Sing","nmod","hurricane","hurricane","NOUN",3,"concert hurricane"
"radio","radio","NOUN","Number=Sing","nsubj","hair","hair","NOUN",1,"radio hair"
"band","band","NOUN","Number=Sing","nsubj","example","example","NOUN",8,"band example"
"art","art","NOUN","Number=Sing","obj","possessed","possess","VERB",2,"art possess"
"art","art","NOUN","Number=Sing","obj","smell","smell","VERB",3,"art smell"
"radio","radio","NOUN","Number=Sing","obl","drilling","drill","VERB",1,"radio drill"
"concert","concert","NOUN","Number=Sing","nmod","belt","belt","NOUN",2,"concert belt"
"arts","art","NOUN","Number=Plur","obl","admire","admire","VERB",1,"art admire"
"band","band","NOUN","Number=Sing","nmod","sentenced","sentenc","VERB",2,"band sentenc"
"radios","radio","NOUN","Number=Plur","nsubj","go","go","VERB",9,"radio go"
"concert","concert","NOUN","Number=Sing","nmod","attending","attending","NOUN",2,"concert attending"
"radio","radio","NOUN","Number=Sing","nmod","magic","magic","NOUN",6,"radio magic"
"radio","radio","NOUN","Number=Sing","obj","insert","insert","VERB",1,"radio insert"
"radio","radio","NOUN","Number=Sing","nmod","seasons","season","NOUN",1,"radio season"
"art","art","NOUN","Number=Sing","nsubj","prints","print","NOUN",3,"art print"
"concert","concert","ADJ","Degree=Pos","amod","ticket","ticket","NOUN",1,"concert ticket"
"radio","radio","NOUN","Number=Sing","nmod","wolverine","wolverine","NOUN",2,"radio wolverine"
"art","art","NOUN","Number=Sing","nsubj","hassle","hassle","NOUN",1,"art hassle"
"art","art","NOUN","Number=Sing","obj","trying","try","VERB",3,"art try"
"band","band","NOUN","Number=Sing","nsubj","run","run","VERB",1,"band run"
"band","band","NOUN","Number=Sing","nsubj","catastrophe","catastrophe","NOUN",1,"band catastrophe"
"art","art","NOUN","Number=Sing","obl","further","further","ADJ",1,"art further"
"band","band","NOUN","Number=Sing","obl","laid","lay","VERB",3,"band lay"
"concert","concert","NOUN","Number=Sing","obl","germany","germany","VERB",5,"concert germany"
"concert","concert","NOUN","Number=Sing","obj","zdar","zdar","VERB",1,"concert zdar"
"concerts","concert","NOUN","Number=Plur","obl","have","have","VERB",1,"concert have"
"art","art","NOUN","Number=Sing","nsubj","vaginal","vaginal","ADJ",16,"art vaginal"
"radio","radio","NOUN","Number=Sing","nsubj","doctor","doctor","NOUN",1,"radio doctor"
"concert","concert","NOUN","Number=Sing","obl","tomorrow","tomorrow","NOUN",2,"concert tomorrow"
"concert","concert","NOUN","Number=Sing","obl","resting","rest","VERB",2,"concert rest"
"band","band","NOUN","Number=Sing","nmod","gimmick","gimmick","NOUN",2,"band gimmick"
"band","band","NOUN","Number=Sing","obj","outfitted","outfit","VERB",2,"band outfit"
"band","band","NOUN","Number=Sing","nmod","trouble","trouble","NOUN",19,"band trouble"
"art","art","NOUN","Number=Sing","obj","defended","defend","VERB",3,"art defend"
"art","art","NOUN","Number=Sing","obj","smuggling","smuggle","VERB",5,"art smuggle"
"art","art","NOUN","Number=Sing","obl","browsing","browse","VERB",1,"art browse"
"art","art","NOUN","Number=Sing","nmod","shipment","shipment","NOUN",1,"art shipment"
"art","art","NOUN","Number=Sing","nmod","drugs","drug","NOUN",1,"art drug"
"art","art","NOUN","Number=Sing","nmod","miles","mile","NOUN",1,"art mile"
"art","art","NOUN","Number=Sing","obj","described","describe","VERB",11,"art describe"
"art","art","NOUN","Number=Sing","obl","invested","invest","VERB",26,"art invest"
"art","art","NOUN","Number=Sing","nmod","expertise","expertise","NOUN",8,"art expertise"
"arts","art","NOUN","Number=Plur","nmod","expert","expert","NOUN",8,"art expert"
"arts","art","NOUN","Number=Plur","nmod","lee","lee","NOUN",1,"art lee"
"art","art","NOUN","Number=Sing","nmod","liberation","liberation","NOUN",2,"art liberation"
"arts","art","NOUN","Number=Plur","obj","promotes","promote","VERB",2,"art promote"
"concert","concert","NOUN","Number=Sing","nmod","don","don","NOUN",2,"concert don"
"concert","concert","NOUN","Number=Sing","nmod","want","want","VERB",2,"concert want"
"radio","radio","NOUN","Number=Sing","obl","understood","understand","VERB",1,"radio understand"
"radio","radio","NOUN","Number=Sing","nmod","opry","opry","NOUN",10,"radio opry"
"radio","radio","NOUN","Number=Sing","obl","opiy","opiy","NOUN",1,"radio opiy"
"radio","radio","NOUN","Number=Sing","obl","mountains","mountain","NOUN",3,"radio mountain"
"radio","radio","NOUN","Number=Sing","nsubj","advises","advise","VERB",7,"radio advise"
"band","band","NOUN","Number=Sing","nmod","going","go","VERB",5,"band go"
"radio","radio","NOUN","Number=Sing","obl","remove","remove","VERB",1,"radio remove"
"radio","radio","NOUN","Number=Sing","obl","gives","give","VERB",7,"radio give"
"band","band","NOUN","Number=Sing","obl","sneak","sneak","VERB",3,"band sneak"
"art","art","NOUN","Number=Sing","obl","define","define","VERB",1,"art define"
"band","band","NOUN","Number=Sing","obj","sacked","sack","VERB",4,"band sack"
"band","band","NOUN","Number=Sing","obl","final","final","ADJ",1,"band final"
"band","band","NOUN","Number=Sing","obl","sneaking","sneak","VERB",3,"band sneak"
"band","band","NOUN","Number=Sing","obj","hit","hit","VERB",3,"band hit"
"band","band","NOUN","Number=Sing","nsubj","hit","hit","NOUN",7,"band hit"
"band","band","NOUN","Number=Sing","obj","manager","manager","NOUN",1,"band manager"
"band","band","NOUN","Number=Sing","nmod","throw","throw","VERB",2,"band throw"
"concert","concert","NOUN","Number=Sing","obl","joining","join","VERB",5,"concert join"
"art","art","NOUN","Number=Sing","obj","bold","bold","VERB",5,"art bold"
"concert","concert","NOUN","Number=Sing","nmod","audit","audit","NOUN",4,"concert audit"
"concert","concert","NOUN","Number=Sing","nmod","dad","dad","NOUN",7,"concert dad"
"radio","radio","NOUN","Number=Sing","obj","say","say","VERB",10,"radio say"
"arts","art","NOUN","Number=Plur","obl","elevate","elevate","VERB",1,"art elevate"
"arts","art","NOUN","Number=Plur","obl","penetrating","penetrat","VERB",1,"art penetrat"
"arts","art","NOUN","Number=Plur","nmod","devotion","devotion","NOUN",1,"art devotion"
"art","art","NOUN","Number=Sing","nsubj","decorate","decorate","VERB",1,"art decorate"
"art","art","NOUN","Number=Sing","nmod","standards","standard","NOUN",3,"art standard"
"art","art","NOUN","Number=Sing","obl","held","hold","VERB",8,"art hold"
"band","band","NOUN","Number=Sing","nmod","chair","chair","NOUN",6,"band chair"
"radio","radio","NOUN","Number=Sing","obj","am","am","VERB",3,"radio am"
"arts","art","NOUN","Number=Plur","nmod","center","center","NOUN",9,"art center"
"radio","radio","NOUN","Number=Sing","nmod","phd","phd","NOUN",5,"radio phd"
"bands","band","NOUN","Number=Plur","nsubj","crap","crap","NOUN",3,"band crap"
"art","art","NOUN","Number=Sing","obj","prostitute","prostitute","VERB",3,"art prostitute"
"art","art","NOUN","Number=Sing","nmod","visit","visit","NOUN",1,"art visit"
"radio","radio","NOUN","Number=Sing","obj","rescue","rescue","VERB",1,"radio rescue"
"radio","radio","NOUN","Number=Sing","obl","brogan","brogin","ADJ",1,"radio brogin"
"radio","radio","NOUN","Number=Sing","nmod","experience","experience","NOUN",4,"radio experience"
"art","art","NOUN","Number=Sing","nsubj","excuse","excuse","NOUN",3,"art excuse"
"concert","concert","NOUN","Number=Sing","obl","remembered","remembe","VERB",1,"concert remembe"
"radio","radio","NOUN","Number=Sing","obl","indistinct","indistinct","ADJ",3,"radio indistinct"
"radio","radio","NOUN","Number=Sing","obl","bust","bust","VERB",3,"radio bust"
"band","band","NOUN","Number=Sing","nsubj","betrayed","betrayed","ADJ",1,"band betrayed"
"bands","band","NOUN","Number=Plur","obj","fixing","fix","VERB",2,"band fix"
"radio","radio","NOUN","Number=Sing","obl","beamed","beam","VERB",2,"radio beam"
"art","art","NOUN","Number=Sing","obl","object","object","VERB",1,"art object"
"art","art","NOUN","Number=Sing","nmod","issue","issue","NOUN",2,"art issue"
"art","art","NOUN","Number=Sing","nmod","problems","problem","NOUN",6,"art problem"
"art","art","NOUN","Number=Sing","nmod","crisis","crisis","NOUN",1,"art crisis"
"art","art","NOUN","Number=Sing","nmod","fun","fun","NOUN",4,"art fun"
"art","art","NOUN","Number=Sing","obj","replaced","replace","VERB",1,"art replace"
"art","art","NOUN","Number=Sing","obl","producing","produce","VERB",1,"art produce"
"art","art","NOUN","Number=Sing","obj","started","start","VERB",3,"art start"
"art","art","NOUN","Number=Sing","nsubj","commercial","commercial","ADJ",1,"art commercial"
"bands","band","NOUN","Number=Plur","nsubj","going","go","VERB",4,"band go"
"art","art","NOUN","Number=Sing","obj","value","value","VERB",3,"art value"
"concert","concert","NOUN","Number=Sing","obl","tonight","tonight","NOUN",46,"concert tonight"
"concert","concert","NOUN","Number=Sing","obl","rush","rush","VERB",2,"concert rush"
"concert","concert","NOUN","Number=Sing","obl","tired","tired","ADJ",3,"concert tired"
"art","art","NOUN","Number=Sing","obj","celebrate","celebrate","VERB",8,"art celebrate"
"radio","radio","NOUN","Number=Sing","nmod","services","service","NOUN",1,"radio service"
"art","art","NOUN","Number=Sing","obl","defined","define","VERB",11,"art define"
"art","art","NOUN","Number=Sing","obl","poke","poke","VERB",5,"art poke"
"art","art","NOUN","Number=Sing","nsubj","turned","turn","VERB",5,"art turn"
"arts","art","NOUN","Number=Plur","obl","find","find","VERB",5,"art find"
"art","art","NOUN","Number=Sing","obl","insensitive","insensitive","ADJ",6,"art insensitive"
"art","art","NOUN","Number=Sing","nmod","questions","question","NOUN",14,"art question"
"radio","radio","NOUN","Number=Sing","nmod","journalists","journalist","NOUN",4,"radio journalist"
"concert","concert","ADJ","Degree=Pos","amod","quality","quality","NOUN",1,"concert quality"
"art","art","NOUN","Number=Sing","nsubj","harsh","harsh","ADJ",1,"art harsh"
"art","art","NOUN","Number=Sing","obj","weaving","weave","VERB",8,"art weave"
"art","art","NOUN","Number=Sing","obl","produced","produce","VERB",1,"art produce"
"radio","radio","NOUN","Number=Sing","nmod","wolfman","wolfman","NOUN",29,"radio wolfman"
"radio","radio","NOUN","Number=Sing","obl","kissing","kiss","VERB",2,"radio kiss"
"concert","concert","NOUN","Number=Sing","obj","'ve","have","VERB",1,"concert have"
"radio","radio","NOUN","Number=Sing","obl","demo","demo","VERB",1,"radio demo"
"art","art","NOUN","Number=Sing","obl","contributed","contribute","VERB",3,"art contribute"
"radio","radio","NOUN","Number=Sing","obl","f.d.r","f.d.r","ADJ",2,"radio f.d.r"
"radio","radio","NOUN","Number=Sing","obl","friends","friend","NOUN",2,"radio friend"
"band","band","NOUN","Number=Sing","nmod","clone","clone","NOUN",2,"band clone"
"radio","radio","NOUN","Number=Sing","obj","opened","open","VERB",1,"radio open"
"band","band","NOUN","Number=Sing","nmod","law","law","NOUN",10,"band law"
"radio","radio","NOUN","Number=Sing","nmod","obra","obra","NOUN",1,"radio obra"
"radio","radio","NOUN","Number=Sing","nsubj","smashed","smashed","ADJ",8,"radio smashed"
"radio","radio","NOUN","Number=Sing","obj","prescott","prescott","VERB",1,"radio prescott"
"radio","radio","NOUN","Number=Sing","nmod","rescuer","rescuer","NOUN",1,"radio rescuer"
"band","band","NOUN","Number=Sing","obj","winding","win","VERB",6,"band win"
"art","art","NOUN","Number=Sing","nmod","plane","plane","NOUN",1,"art plane"
"band","band","NOUN","Number=Sing","obl","trouble","trouble","ADJ",1,"band trouble"
"radio","radio","NOUN","Number=Sing","nmod","colt","colt","NOUN",1,"radio colt"
"radio","radio","NOUN","Number=Sing","obl","colt","colt","VERB",1,"radio colt"
"band","band","NOUN","Number=Sing","nmod","reich","reich","NOUN",2,"band reich"
"concert","concert","NOUN","Number=Sing","obj","mind","mind","VERB",4,"concert mind"
"radio","radio","NOUN","Number=Sing","obj","bound","bound","VERB",3,"radio bound"
"concert","concert","NOUN","Number=Sing","nmod","preparation","preparation","NOUN",7,"concert preparation"
"art","art","NOUN","Number=Sing","obl","admired","admire","VERB",8,"art admire"
"band","band","NOUN","Number=Sing","nsubj","admitted","admit","VERB",7,"band admit"
"art","art","NOUN","Number=Sing","nmod","knows","know","VERB",1,"art know"
"art","art","NOUN","Number=Sing","obl","forgers","forger","VERB",1,"art forger"
"art","art","NOUN","Number=Sing","nsubj","real","real","ADJ",4,"art real"
"radio","radio","NOUN","Number=Sing","nmod","welles","welle","NOUN",3,"radio welle"
"radio","radio","NOUN","Number=Sing","obj","repeating","repeat","VERB",1,"radio repeat"
"radio","radio","NOUN","Number=Sing","nsubj","divulged","divulge","VERB",3,"radio divulge"
"bands","band","NOUN","Number=Plur","obl","singing","singe","VERB",3,"band singe"
"bands","band","NOUN","Number=Plur","nsubj","touch","touch","VERB",5,"band touch"
"radio","radio","NOUN","Number=Sing","nmod","swine","swine","NOUN",3,"radio swine"
"radio","radio","NOUN","Number=Sing","nmod","briton","briton","NOUN",3,"radio briton"
"art","art","NOUN","Number=Sing","nsubj","pô","pô","NOUN",3,"art pô"
"bands","band","NOUN","Number=Plur","obl","make","make","VERB",4,"band make"
"art","art","NOUN","Number=Sing","obl","dabbed","dabb","VERB",1,"art dabb"
"concert","concert","NOUN","Number=Sing","obl","exits","exit","VERB",1,"concert exit"
"radio","radio","NOUN","Number=Sing","nmod","deaf","deaf","NOUN",8,"radio deaf"
"art","art","NOUN","Number=Sing","obj","wait","wait","VERB",6,"art wait"
"radio","radio","NOUN","Number=Sing","nsubj","making","make","VERB",1,"radio make"
"radio","radio","NOUN","Number=Sing","nmod","suitcase","suitcase","NOUN",3,"radio suitcase"
"art","art","NOUN","Number=Sing","nsubj","blurred","blurred","ADJ",3,"art blurred"
"radio","radio","NOUN","Number=Sing","nsubj","points","point","VERB",1,"radio point"
"radio","radio","NOUN","Number=Sing","obl","available","available","ADJ",5,"radio available"
"radio","radio","NOUN","Number=Sing","nmod","brubaker","brubaker","NOUN",1,"radio brubaker"
"band","band","NOUN","Number=Sing","nmod","migraine","migraine","NOUN",1,"band migraine"
"concert","concert","NOUN","Number=Sing","nmod","couple","couple","NOUN",6,"concert couple"
"art","art","NOUN","Number=Sing","nmod","product","product","NOUN",7,"art product"
"art","art","NOUN","Number=Sing","nsubj","ask","ask","VERB",3,"art ask"
"art","art","NOUN","Number=Sing","obl","move","move","VERB",6,"art move"
"radio","radio","NOUN","Number=Sing","nsubj","touched","touch","VERB",3,"radio touch"
"radio","radio","NOUN","Number=Sing","nsubj","ceases","cease","NOUN",1,"radio cease"
"art","art","NOUN","Number=Sing","nsubj","valve","valve","NOUN",1,"art valve"
"radio","radio","NOUN","Number=Sing","nmod","trasnmissão","trasnmissão","NOUN",3,"radio trasnmissão"
"radio","radio","NOUN","Number=Sing","nmod","transport","transport","VERB",1,"radio transport"
"radio","radio","NOUN","Number=Sing","obl","stavros","stavro","NOUN",1,"radio stavro"
"radio","radio","NOUN","Number=Sing","nmod","central","central","ADJ",1,"radio central"
"art","art","NOUN","Number=Sing","obl","understand","understand","VERB",14,"art understand"
"arts","art","NOUN","Number=Plur","obl","made","make","VERB",12,"art make"
"art","art","NOUN","Number=Sing","nsubj","joke","joke","NOUN",3,"art joke"
"arts","art","NOUN","Number=Plur","nmod","inutility","inutility","NOUN",2,"art inutility"
"radio","radio","NOUN","Number=Sing","obj","tunes","tune","VERB",4,"radio tune"
"art","art","NOUN","Number=Sing","nsubj","ngs","ng","VERB",1,"art ng"
"art","art","NOUN","Number=Sing","obj","shown","show","VERB",3,"art show"
"band","band","NOUN","Number=Sing","nmod","dennis","denni","NOUN",8,"band denni"
"band","band","NOUN","Number=Sing","nmod","interest","interest","NOUN",8,"band interest"
"radio","radio","NOUN","Number=Sing","nsubj","want","want","VERB",13,"radio want"
"art","art","NOUN","Number=Sing","nsubj","helped","help","VERB",4,"art help"
"art","art","NOUN","Number=Sing","obj","lose","lose","VERB",9,"art lose"
"radio","radio","NOUN","Number=Sing","nmod","monteverdi","monteverdi","NOUN",1,"radio monteverdi"
"art","art","NOUN","Number=Sing","nsubj","answer","answer","NOUN",2,"art answer"
"band","band","NOUN","Number=Sing","nmod","sleeping","sleep","NOUN",1,"band sleep"
"art","art","NOUN","Number=Sing","nsubj","risky","risky","ADJ",4,"art risky"
"art","art","NOUN","Number=Sing","nmod","harping","harp","NOUN",10,"art harp"
"concert","concert","NOUN","Number=Sing","obj","jack","jack","VERB",11,"concert jack"
"concert","concert","NOUN","Number=Sing","obj","robbing","rob","VERB",11,"concert rob"
"concert","concert","NOUN","Number=Sing","obj","missing","missing","VERB",8,"concert missing"
"concert","concert","NOUN","Number=Sing","nmod","snacks","snack","NOUN",6,"concert snack"
"radio","radio","NOUN","Number=Sing","obj","laughing","laugh","VERB",3,"radio laugh"
"radio","radio","NOUN","Number=Sing","obl","simon","simon","ADJ",1,"radio simon"
"radio","radio","NOUN","Number=Sing","nmod","playin","playin","NOUN",3,"radio playin"
"radio","radio","NOUN","Number=Sing","nmod","tom","tom","NOUN",8,"radio tom"
"art","art","NOUN","Number=Sing","obl","studded","stud","VERB",3,"art stud"
"art","art","NOUN","Number=Sing","nsubj","cause","cause","VERB",1,"art cause"
"arts","art","NOUN","Number=Plur","obj","corrupted","corrupt","VERB",1,"art corrupt"
"bands","band","NOUN","Number=Plur","nmod","underground","underground","ADJ",1,"band underground"
"radio","radio","NOUN","Number=Sing","nsubj","tv","tv","VERB",1,"radio tv"
"arts","art","NOUN","Number=Plur","nmod","centre","centre","NOUN",3,"art centre"
"art","art","NOUN","Number=Sing","nsubj","synthesis","synthesis","NOUN",2,"art synthesis"
"art","art","NOUN","Number=Sing","obj","form","form","VERB",1,"art form"
"arts","art","NOUN","Number=Plur","nmod","luminary","luminary","NOUN",1,"art luminary"
"art","art","NOUN","Number=Sing","nmod","pioneer","pioneer","NOUN",5,"art pioneer"
"arts","art","NOUN","Number=Plur","obj","add","add","VERB",11,"art add"
"radio","radio","NOUN","Number=Sing","nmod","wavelengths","wavelength","NOUN",1,"radio wavelength"
"art","art","NOUN","Number=Sing","obj","suggesting","suggest","VERB",1,"art suggest"
"art","art","NOUN","Number=Sing","obl","rod","rod","VERB",3,"art rod"
"radio","radio","NOUN","Number=Sing","obj","-i","-i","ADJ",1,"radio -i"
"art","art","NOUN","Number=Sing","nsubj","whatchamacallit","whatchamacallit","VERB",4,"art whatchamacallit"
"radio","radio","NOUN","Number=Sing","nmod","larkin","larkin","VERB",1,"radio larkin"
"radio","radio","NOUN","Number=Sing","obl","ballad","ballad","VERB",3,"radio ballad"
"art","art","NOUN","Number=Sing","nmod","contact","contact","NOUN",1,"art contact"
"band","band","NOUN","Number=Sing","nsubj","small","small","ADJ",2,"band small"
"arts","art","NOUN","Number=Plur","nmod","expertise","expertise","NOUN",6,"art expertise"
"concert","concert","NOUN","Number=Sing","nmod","exchange","exchange","NOUN",1,"concert exchange"
"radio","radio","NOUN","Number=Sing","nmod","bach","bach","NOUN",1,"radio bach"
"band","band","NOUN","Number=Sing","nsubj","escaped","escape","VERB",4,"band escape"
"band","band","NOUN","Number=Sing","obl","used","use","VERB",9,"band use"
"radio","radio","NOUN","Number=Sing","obj","entering","enter","VERB",4,"radio enter"
"art","art","NOUN","Number=Sing","obl","conveys","convey","NOUN",1,"art convey"
"concert","concert","NOUN","Number=Sing","nmod","hiace","hiace","NOUN",2,"concert hiace"
"radio","radio","NOUN","Number=Sing","nsubj","signal","signal","VERB",5,"radio signal"
"radio","radio","NOUN","Number=Sing","obl","eating","eat","VERB",4,"radio eat"
"art","art","NOUN","Number=Sing","obj","blends","blend","VERB",2,"art blend"
"art","art","NOUN","Number=Sing","nsubj","frivolous","frivolous","ADJ",2,"art frivolous"
"arts","art","NOUN","Number=Plur","nmod","'s","be","VERB",1,"art be"
"art","art","NOUN","Number=Sing","obj","showin","showin","VERB",2,"art showin"
"art","art","NOUN","Number=Sing","obj","abstract","abstract","VERB",2,"art abstract"
"band","band","NOUN","Number=Sing","obl","passed","pass","VERB",3,"band pass"
"band","band","NOUN","Number=Sing","nmod","belief","belief","NOUN",2,"band belief"
"band","band","NOUN","Number=Sing","obj","gold","gold","VERB",11,"band gold"
"radio","radio","NOUN","Number=Sing","nsubj","useful","useful","ADJ",2,"radio useful"
"bands","band","NOUN","Number=Plur","nsubj","cancelling","cancel","VERB",5,"band cancel"
"radio","radio","NOUN","Number=Sing","obl","head","head","VERB",2,"radio head"
"radio","radio","NOUN","Number=Sing","obl","grew","grow","VERB",2,"radio grow"
"radio","radio","NOUN","Number=Sing","nmod","life","life","NOUN",12,"radio life"
"radio","radio","NOUN","Number=Sing","nmod","jay","jay","NOUN",2,"radio jay"
"art","art","NOUN","Number=Sing","obl","recontextualizes","recontextualize","VERB",3,"art recontextualize"
"radio","radio","NOUN","Number=Sing","obl","totenberg","totenberg","VERB",5,"radio totenberg"
"radio","radio","NOUN","Number=Sing","obj","wants","want","VERB",9,"radio want"
"art","art","NOUN","Number=Sing","nsubj","books","book","NOUN",2,"art book"
"art","art","NOUN","Number=Sing","nsubj","half","half","NOUN",2,"art half"
"art","art","NOUN","Number=Sing","nsubj","reached","reach","VERB",11,"art reach"
"art","art","NOUN","Number=Sing","nmod","sale","sale","NOUN",26,"art sale"
"art","art","NOUN","Number=Sing","nmod","farewell","farewell","NOUN",2,"art farewell"
"art","art","NOUN","Number=Sing","nsubj","commentary","commentary","NOUN",2,"art commentary"
"art","art","NOUN","Number=Sing","obl","compromise","compromise","VERB",5,"art compromise"
"art","art","NOUN","Number=Sing","nmod","taboo","taboo","NOUN",4,"art taboo"
"radio","radio","NOUN","Number=Sing","obl","leaves","leave","VERB",13,"radio leave"
"radio","radio","NOUN","Number=Sing","obl","dr","dr","NOUN",10,"radio dr"
"band","band","NOUN","Number=Sing","obl","'t","ot","VERB",15,"band ot"
"radio","radio","NOUN","Number=Sing","obj","engine","engine","NOUN",2,"radio engine"
"radio","radio","NOUN","Number=Sing","nmod","karma","karma","NOUN",2,"radio karma"
"art","art","NOUN","Number=Sing","nsubj","appeared","appear","VERB",2,"art appear"
"concert","concert","NOUN","Number=Sing","nmod","act","act","NOUN",2,"concert act"
"art","art","NOUN","Number=Sing","nsubj","mercy","mercy","NOUN",1,"art mercy"
"concert","concert","NOUN","Number=Sing","obj","funded","fund","VERB",1,"concert fund"
"radio","radio","NOUN","Number=Sing","obl","reopened","reopen","VERB",2,"radio reopen"
"concert","concert","NOUN","Number=Sing","obl","ape","ape","VERB",2,"concert ape"
"concert","concert","NOUN","Number=Sing","obj","ape","ape","VERB",4,"concert ape"
"art","art","NOUN","Number=Sing","obj","true","true","ADJ",1,"art true"
"band","band","NOUN","Number=Sing","nsubj","attacks","attack","VERB",1,"band attack"
"band","band","NOUN","Number=Sing","nsubj","are","be","VERB",2,"band be"
"concert","concert","NOUN","Number=Sing","obj","escape","escape","VERB",1,"concert escape"
"concert","concert","NOUN","Number=Sing","nsubj","opened","open","VERB",1,"concert open"
"concert","concert","NOUN","Number=Sing","nmod","secrecy","secrecy","NOUN",1,"concert secrecy"
"concert","concert","NOUN","Number=Sing","nmod","treasure","treasure","NOUN",3,"concert treasure"
"bands","band","NOUN","Number=Plur","obl","located","locate","VERB",1,"band locate"
