"feature_token","feature_lemma","feature_pos","characteristics","dependency_relation","concept_token","concept_lemma","concept_pos","freq","id"
"breastplates","breastplate","NOUN","Number=Plur","nmod","radios","radio","NOUN",1,"radio breastplate"
"orleans","orlean","NOUN","Number=Plur","nmod","band","band","NOUN",7,"band orlean"
"-rani","-rani","ADJ","Degree=Pos","amod","band","band","NOUN",10,"band -rani"
"yourfirst","yourfirst","ADJ","Degree=Pos|NumType=Ord","amod","concert","concert","NOUN",1,"concert yourfirst"
"dreams","dream","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band dream"
"classical","classical","ADJ","Degree=Pos","amod","band","band","NOUN",3,"band classical"
"formal","formal","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert formal"
"defense","defense","NOUN","Number=Sing","nsubj","art","art","NOUN",5,"art defense"
"oz","oz","NOUN","Number=Sing","nmod","arts","art","NOUN",4,"art oz"
"coldplay","coldplay","NOUN","Number=Sing","nsubj","band","band","NOUN",12,"band coldplay"
"wit","wit","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art wit"
"intelligence","intelligence","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art intelligence"
"rhetorical","rhetorical","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art rhetorical"
"slovakia","slovakia","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art slovakia"
"artists","artist","NOUN","Number=Plur","nsubj","art","art","NOUN",1,"art artist"
"prior","prior","ADJ","Degree=Pos","amod","art","art","NOUN",9,"art prior"
"sateite","sateite","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio sateite"
"prescott","prescott","ADJ","Degree=Sup","amod","radio","radio","NOUN",4,"radio prescott"
"band","band","NOUN","Number=Sing","obj","band","band","NOUN",1,"band band"
"movies","movie","NOUN","Number=Plur","nmod","art","art","NOUN",4,"art movie"
"known","know","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art know"
"ancestral","ancestral","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art ancestral"
"-i","-i","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art -i"
"guarantee","guarantee","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art guarantee"
"ordinary","ordinary","ADJ","Degree=Pos","amod","concert","concert","NOUN",10,"concert ordinary"
"moscow","moscow","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert moscow"
"sud","sud","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert sud"
"orly","orly","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert orly"
"training","training","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio training"
"faulty","faulty","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio faulty"
"aircraft","aircraft","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio aircraft"
"sir","sir","ADJ","Degree=Pos","amod","radios","radio","NOUN",2,"radio sir"
"spare","spare","ADJ","Degree=Pos","amod","radios","radio","NOUN",7,"radio spare"
"available","available","ADJ","Degree=Pos","amod","radios","radio","NOUN",2,"radio available"
"single","single","ADJ","Degree=Pos","amod","concert","concert","NOUN",4,"concert single"
"arrest","arrest","NOUN","Number=Sing","obl","radioed","radio","VERB",2,"radio arrest"
"vincke","vincke","NOUN","Number=Sing","nsubj","radioed","radio","VERB",2,"radio vincke"
"villa","villa","NOUN","Number=Sing","obl","radioed","radio","VERB",2,"radio villa"
"pink","pink","ADJ","Degree=Pos","nmod","band","band","NOUN",1,"band pink"
"full","full","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band full"
"rocks","rock","NOUN","Number=Plur","obl","banded","band","VERB",1,"band rock"
"formations","formation","NOUN","Number=Plur","obj","banded","band","VERB",1,"band formation"
"buñuel","buñuel","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art buñuel"
"inspirations","inspiration","NOUN","Number=Plur","nsubj","art","art","NOUN",1,"art inspiration"
"engraving","engraving","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art engraving"
"stage","stage","NOUN","Number=Sing","nmod","art","art","NOUN",7,"art stage"
"pure","pure","ADJ","Degree=Pos","nmod","art","art","NOUN",11,"art pure"
"enlightenment","enlightenment","NOUN","Number=Sing","nmod","art","art","NOUN",11,"art enlightenment"
"similar","similar","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art similar"
"shot","shot","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art shot"
"ground","ground","NOUN","Number=Sing","obl","radios","radio","VERB",1,"radio ground"
"reichert","reichert","NOUN","Number=Sing","nsubj","radios","radio","VERB",1,"radio reichert"
"marines","marine","NOUN","Number=Plur","obj","radios","radio","VERB",1,"radio marine"
"bullet","bullet","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art bullet"
"ballistics","ballistic","NOUN","Number=Plur","nsubj","art","art","NOUN",1,"art ballistic"
"moment","moment","NOUN","Number=Sing","nmod","bands","band","NOUN",1,"band moment"
"machine","machine","NOUN","Number=Sing","nsubj","band","band","NOUN",1,"band machine"
"stoned","ston","VERB","Tense=Past|VerbForm=Part","amod","bands","band","NOUN",1,"band ston"
"showcasing","showcase","ADJ","Degree=Pos","amod","bands","band","NOUN",1,"band showcase"
"corner","corner","NOUN","Number=Sing","obl","bands","band","NOUN",1,"band corner"
"club","club","NOUN","Number=Sing","nsubj","bands","band","NOUN",1,"band club"
"orientated","orientated","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band orientated"
"intimidating","intimidat","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band intimidat"
"egg","egg","NOUN","Number=Sing","nmod","bands","band","NOUN",1,"band egg"
"led","lead","VERB","Tense=Past|VerbForm=Part","amod","concerts","concert","NOUN",1,"concert lead"
"groupies","groupy","NOUN","Number=Plur","nsubj","concerts","concert","NOUN",1,"concert groupy"
"groupies","groupy","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band groupy"
"band","band","NOUN","Number=Sing","obl","band","band","NOUN",1,"band band"
"progressive","progressive","ADJ","Degree=Pos","amod","band","band","NOUN",20,"band progressive"
"mid-song","mid-song","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band mid-song"
"camp","camp","NOUN","Number=Sing","nmod","arts","art","NOUN",2,"art camp"
"rudimentary","rudimentary","ADJ","Degree=Pos","amod","radios","radio","NOUN",3,"radio rudimentary"
"guard","guard","NOUN","Number=Sing","obj","radioed","radio","VERB",7,"radio guard"
"lead","lead","NOUN","Number=Sing","nsubj","band","band","NOUN",4,"band lead"
"'roll","'roll","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band 'roll"
"nights","night","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band night"
"bushido","bushido","NOUN","Number=Sing","nsubj","art","art","NOUN",3,"art bushido"
"tonight","tonight","NOUN","Number=Sing","nmod","band","band","NOUN",8,"band tonight"
"detroit","detroit","NOUN","Number=Sing","nmod","band","band","NOUN",9,"band detroit"
"comment","comment","NOUN","Number=Sing","obj","art","art","VERB",1,"art comment"
"very","very","ADJ","Degree=Pos","amod","concert","concert","NOUN",2,"concert very"
"space","space","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert space"
"mainstream","mainstream","ADJ","Degree=Pos","amod","radio","radio","NOUN",9,"radio mainstream"
"seoul","seoul","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art seoul"
"acupuncture","acupuncture","NOUN","Number=Sing","nsubj","art","art","NOUN",2,"art acupuncture"
"forrest","forrest","ADJ","Degree=Sup","amod","radio","radio","NOUN",2,"radio forrest"
"temecula","temecula","NOUN","Number=Sing","nmod","bands","band","NOUN",4,"band temecula"
"people","people","NOUN","Number=Plur","nsubj","art","art","NOUN",22,"art people"
"kingdom","kingdom","NOUN","Number=Sing","nmod","radio","radio","NOUN",18,"radio kingdom"
"greatest","greatest","ADJ","Degree=Sup","amod","radio","radio","NOUN",19,"radio greatest"
"gorgeous","gorgeous","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio gorgeous"
"rock","rock","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio rock"
"moines","moine","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art moine"
"confiscated","confiscate","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",4,"radio confiscate"
"assed","ass","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",2,"radio ass"
"b.u","b.u","NOUN","Number=Sing","nmod","arts","art","NOUN",5,"art b.u"
"bu","bu","NOUN","Number=Sing","nmod","arts","art","NOUN",4,"art bu"
"applauding","applaud","VERB","VerbForm=Ger","amod","band","band","NOUN",2,"band applaud"
"film","film","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio film"
"times","time","NOUN","Number=Plur","obl","band","band","VERB",3,"band time"
"bar","bar","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band bar"
"unpremeditated","unpremeditated","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art unpremeditated"
"boulders","boulder","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band boulder"
"arabic","arabic","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art arabic"
"optic","optic","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art optic"
"identity","identity","NOUN","Number=Sing","obl","art","art","NOUN",1,"art identity"
"brands","brand","NOUN","Number=Plur","obl","art","art","NOUN",1,"art brand"
"shuts","shut","NOUN","Number=Plur","obj","radio","radio","NOUN",1,"radio shut"
"geysers","geyser","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art geyser"
"lame","lame","ADJ","Degree=Pos","amod","bands","band","NOUN",4,"band lame"
"capoeira","capoeira","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art capoeira"
"niggers","nigger","NOUN","Number=Plur","nsubj","band","band","NOUN",1,"band nigger"
"fakes","fakes","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band fakes"
"nonexistent","nonexistent","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band nonexistent"
"taiwanese","taiwanese","ADJ","Degree=Pos","amod","bands","band","NOUN",2,"band taiwanese"
"rocks","rock","NOUN","Number=Plur","obj","band","band","VERB",2,"band rock"
"mozi","mozi","NOUN","Number=Sing","nmod","concert","concert","NOUN",4,"concert mozi"
"bird","bird","NOUN","Number=Sing","obj","radio","radio","VERB",6,"radio bird"
"tantric","tantic","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art tantic"
"bicycles","bicycle","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band bicycle"
"intellectuals","intellectual","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band intellectual"
"mode","mode","NOUN","Number=Sing","nmod","bands","band","NOUN",1,"band mode"
"roots","root","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band root"
"raincoats","raincoat","NOUN","Number=Plur","nmod","bands","band","NOUN",1,"band raincoat"
"island","island","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band island"
"rough","rough","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band rough"
"focused","focus","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band focus"
"mancunians","mancunian","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band mancunian"
"uncompromising","uncompromising","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band uncompromising"
"property","property","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band property"
"fairy","fairy","ADJ","Degree=Pos","amod","band","band","NOUN",15,"band fairy"
"road","road","NOUN","Number=Sing","nmod","bands","band","NOUN",2,"band road"
"such","such","ADJ","Degree=Pos","amod","radios","radio","NOUN",3,"radio such"
"powerful","powerful","ADJ","Degree=Pos","amod","radios","radio","NOUN",3,"radio powerful"
"lawn","lawn","NOUN","Number=Sing","nmod","concert","concert","NOUN",2,"concert lawn"
"ring","ring","NOUN","Number=Sing","nsubj","band","band","NOUN",2,"band ring"
"sisters","sister","NOUN","Number=Plur","nmod","band","band","NOUN",20,"band sister"
"wars","war","NOUN","Number=Plur","nmod","band","band","NOUN",4,"band war"
"ra","ra","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio ra"
"hop","hop","VERB","VerbForm=Inf","amod","concert","concert","NOUN",2,"concert hop"
"ac","ac","NOUN","Abbr=Yes|Number=Sing","nsubj","band","band","NOUN",4,"band ac"
"big","big","ADJ","Degree=Pos","amod","arts","art","NOUN",6,"art big"
"double","double","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art double"
"portuguese","portuguese","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio portuguese"
"mickens","mickens","NOUN","Number=Plur","nsubj","art","art","NOUN",3,"art mickens"
"college","college","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio college"
"'ii","'ii","ADJ","Degree=Pos","amod","radio","radio","NOUN",1,"radio 'ii"
"ii","ii","ADJ","Degree=Pos","amod","radio","radio","NOUN",5,"radio ii"
"dwarf","dwarf","ADJ","Degree=Pos","amod","band","band","NOUN",4,"band dwarf"
"motherfuckers","motherfucker","NOUN","Number=Plur","obj","radio","radio","NOUN",1,"radio motherfucker"
"aztlan","aztlan","NOUN","Number=Sing","obj","radio","radio","VERB",3,"radio aztlan"
"lost","lost","ADJ","Degree=Sup","amod","art","art","NOUN",3,"art lost"
"european","european","ADJ","Degree=Pos","amod","arts","art","NOUN",15,"art european"
"historical","historical","ADJ","Degree=Pos","amod","arts","art","NOUN",5,"art historical"
"medieval","medieval","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art medieval"
"sword","sword","NOUN","Number=Sing","nmod","arts","art","NOUN",4,"art sword"
"culture","culture","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art culture"
"oriental","oriental","ADJ","Degree=Pos","amod","arts","art","NOUN",3,"art oriental"
"west","west","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art west"
"eastem","theastey","ADJ","Degree=Pos","amod","arts","art","NOUN",1,"art theastey"
"asian","asian","ADJ","Degree=Pos","amod","arts","art","NOUN",5,"art asian"
"applied","apply","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",9,"art apply"
"westem","thwestey","ADJ","Degree=Pos","amod","arts","art","NOUN",1,"art thwestey"
"authentic","authentic","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art authentic"
"modern","modern","ADJ","Degree=Pos","amod","arts","art","NOUN",21,"art modern"
"arts","art","NOUN","Number=Plur","nmod","arts","art","NOUN",4,"art art"
"prestigious","prestigious","ADJ","Degree=Pos","amod","art","art","NOUN",3,"art prestigious"
"colombian","colombian","ADJ","Degree=Pos","amod","art","art","NOUN",14,"art colombian"
"project","project","NOUN","Number=Sing","nsubj","band","band","NOUN",20,"band project"
"hermits","hermit","NOUN","Number=Plur","nmod","band","band","NOUN",7,"band hermit"
"madelyn","madelyn","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art madelyn"
"relieved","relieved","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art relieved"
"am","am","NOUN","Number=Sing","nmod","radio","radio","NOUN",2,"radio am"
"ceremony","ceremony","NOUN","Number=Sing","obj","radio","radio","VERB",3,"radio ceremony"
"orphans","orphan","NOUN","Number=Plur","nmod","concerts","concert","NOUN",5,"concert orphan"
"ceremony","ceremony","NOUN","Number=Sing","nsubj","art","art","NOUN",3,"art ceremony"
"educated","educate","ADJ","Degree=Pos","nmod","art","art","NOUN",2,"art educate"
"grew","grow","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art grow"
"poverty","poverty","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art poverty"
"action","action","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art action"
"pickup","pickup","NOUN","Number=Sing","obl","art","art","NOUN",1,"art pickup"
"informal","informal","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art informal"
"d","d","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",7,"art d"
"occult","occult","ADJ","Degree=Pos","amod","arts","art","NOUN",3,"art occult"
"-street","-street","ADJ","Degree=Pos","amod","band","band","NOUN",4,"band -street"
"decoration","decoration","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art decoration"
"whores","whore","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band whore"
"health","health","NOUN","Number=Sing","nmod","arts","art","NOUN",3,"art health"
"tv","tv","NOUN","Number=Sing","obj","art","art","NOUN",1,"art tv"
"controlled","control","VERB","Tense=Past|VerbForm=Part","amod","radio","radio","NOUN",4,"radio control"
"orange","orange","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio orange"
"troubles","trouble","NOUN","Number=Plur","nsubj","band","band","NOUN",1,"band trouble"
"assembled","assemble","VERB","Tense=Past|VerbForm=Part","amod","bands","band","NOUN",1,"band assemble"
"fair","fair","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band fair"
"assembled","assembled","VERB","Tense=Past|VerbForm=Part","amod","band","band","NOUN",1,"band assembled"
"turkish","turkish","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band turkish"
"top","top","ADJ","Degree=Pos","amod","art","art","NOUN",9,"art top"
"medical","medical","ADJ","Degree=Pos","amod","arts","art","NOUN",8,"art medical"
"photos","photo","NOUN","Number=Plur","nsubj","art","art","NOUN",3,"art photo"
"worth","worth","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art worth"
"news","news","NOUN","Number=Sing","nsubj","radio","radio","NOUN",15,"radio news"
"soloveyko","soloveyko","NOUN","Number=Sing","nmod","band","band","NOUN",2,"band soloveyko"
"gold","gold","NOUN","Number=Sing","nsubj","band","band","NOUN",3,"band gold"
"soioveyko","soioveyko","NOUN","Number=Sing","nmod","band","band","NOUN",1,"band soioveyko"
"apes","ap","NOUN","Number=Plur","nmod","band","band","NOUN",10,"band ap"
"discussed","discuss","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",4,"art discuss"
"foot","foot","NOUN","Number=Sing","nmod","band","band","NOUN",2,"band foot"
"ciccio","ciccio","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio ciccio"
"thick","thick","ADJ","Degree=Pos","amod","bands","band","NOUN",21,"band thick"
"tonight","tonight","NOUN","Number=Sing","nmod","concert","concert","NOUN",6,"concert tonight"
"flying","fly","NOUN","Number=Sing","nmod","art","art","NOUN",4,"art fly"
"conference","conference","NOUN","Number=Sing","nmod","concert","concert","NOUN",2,"concert conference"
"filarmonica","filarmonica","NOUN","Number=Sing","nsubj","concert","concert","NOUN",2,"concert filarmonica"
"courteous","courteous","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art courteous"
"fine","fine","ADJ","Degree=Pos","amod","radio","radio","NOUN",2,"radio fine"
"music","music","NOUN","Number=Sing","obj","radio","radio","NOUN",5,"radio music"
"fabulous","fabulous","ADJ","Degree=Pos","amod","concert","concert","NOUN",9,"concert fabulous"
"charlie","charlie","NOUN","Number=Sing","nsubj","concert","concert","VERB",2,"concert charlie"
"sickening","sickening","VERB","VerbForm=Ger","amod","radio","radio","NOUN",1,"radio sickening"
"hitters","hitter","NOUN","Number=Plur","obl","radio","radio","NOUN",1,"radio hitter"
"ball","ball","NOUN","Number=Sing","obj","radio","radio","NOUN",4,"radio ball"
"crew","crew","NOUN","Number=Sing","obj","radio","radio","VERB",1,"radio crew"
"mouth","mouth","NOUN","Number=Sing","obl","art","art","NOUN",1,"art mouth"
"husband","husband","NOUN","Number=Sing","nsubj","radio","radio","NOUN",3,"radio husband"
"unbounded","unbounded","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art unbounded"
"monday","monday","NOUN","Number=Sing","nmod","radio","radio","NOUN",4,"radio monday"
"fu","fu","NOUN","Number=Sing","nmod","arts","art","NOUN",2,"art fu"
"namib","namib","NOUN","Number=Sing","nsubj","band","band","NOUN",4,"band namib"
"map","map","NOUN","Number=Sing","nmod","band","band","NOUN",4,"band map"
"gold","gold","ADJ","Degree=Pos","amod","bands","band","NOUN",32,"band gold"
"transparency","transparency","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art transparency"
"magazine","magazine","NOUN","Number=Sing","nmod","bands","band","NOUN",1,"band magazine"
"glorious","glorious","ADJ","Degree=Pos","nmod","art","art","NOUN",6,"art glorious"
"clokey","clokey","ADJ","Degree=Pos","amod","band","band","NOUN",2,"band clokey"
"norwegian","norwegian","ADJ","Degree=Pos","amod","art","art","NOUN",5,"art norwegian"
"introversive","introversive","ADJ","Degree=Pos","amod","art","art","NOUN",5,"art introversive"
"futuristic","futuristic","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art futuristic"
"gutter","gutter","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art gutter"
"influential","influential","ADJ","Degree=Pos","amod","art","art","NOUN",6,"art influential"
"gibberish","gibberish","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art gibberish"
"offuturistic","offuturistic","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art offuturistic"
"terpsichorean","terpsichorean","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art terpsichorean"
"foreign","foreign","ADJ","Degree=Pos","amod","radios","radio","NOUN",8,"radio foreign"
"glue","glue","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio glue"
"government","government","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art government"
"latin","latin","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art latin"
"humanistic","humanistic","ADJ","Degree=Pos","amod","arts","art","NOUN",2,"art humanistic"
"surgeries","surgery","NOUN","Number=Plur","obl","concerted","concert","VERB",1,"concert surgery"
"rumors","rumor","NOUN","Number=Plur","obl","concerted","concert","VERB",1,"concert rumor"
"late","late","ADJ","Degree=Pos","amod","art","art","NOUN",11,"art late"
"freud","freud","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art freud"
"family","family","NOUN","Number=Sing","nmod","band","band","NOUN",2,"band family"
"tradition","tradition","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art tradition"
"needlework","needlework","NOUN","Number=Sing","nmod","art","art","NOUN",1,"art needlework"
"forgotten","forgotten","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",1,"art forgotten"
"beer","beer","NOUN","Number=Sing","nmod","arts","art","NOUN",1,"art beer"
"instance","instance","NOUN","Number=Sing","nmod","concert","concert","NOUN",1,"concert instance"
"partisan","partisan","ADJ","Degree=Pos","amod","bands","band","NOUN",7,"band partisan"
"tape","tape","NOUN","Number=Sing","nmod","art","art","NOUN",2,"art tape"
"moscow","moscow","ADJ","Degree=Pos","amod","radio","radio","NOUN",5,"radio moscow"
"recoveries","recovery","NOUN","Number=Plur","nmod","radio","radio","NOUN",2,"radio recovery"
"trusts","trust","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio trust"
"activities","activity","NOUN","Number=Plur","nmod","radio","radio","NOUN",1,"radio activity"
"management","management","NOUN","Number=Sing","nsubj","art","art","NOUN",1,"art management"
"espionage","espionage","NOUN","Number=Sing","nmod","art","art","NOUN",3,"art espionage"
"sex","sex","NOUN","Number=Sing","nmod","art","art","NOUN",29,"art sex"
"stitches","stitch","NOUN","Number=Plur","nmod","band","band","NOUN",3,"band stitch"
"protective","protective","ADJ","Degree=Pos","amod","band","band","NOUN",5,"band protective"
"points","point","NOUN","Number=Plur","nmod","band","band","NOUN",2,"band point"
"story","story","NOUN","Number=Sing","obj","concert","concert","VERB",8,"concert story"
"set","set","ADJ","Degree=Pos","amod","art","art","NOUN",1,"art set"
"reds","red","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band red"
"amatory","amatory","ADJ","Degree=Pos","amod","art","art","NOUN",2,"art amatory"
"donna","donna","NOUN","Number=Sing","nmod","concert","concert","NOUN",14,"concert donna"
"brothers","brother","NOUN","Number=Plur","nmod","art","art","NOUN",2,"art brother"
"brothers","brothers","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art brothers"
"sighting","sighting","NOUN","Number=Sing","nmod","radios","radio","NOUN",5,"radio sighting"
"missed","miss","VERB","Tense=Past|VerbForm=Part","amod","concerts","concert","NOUN",1,"concert miss"
"crappiest","crappiest","ADJ","Degree=Sup","amod","band","band","NOUN",2,"band crappiest"
"males","males","NOUN","Number=Plur","nmod","art","art","NOUN",6,"art males"
"ragamuffins","ragamuffin","NOUN","Number=Plur","nmod","band","band","NOUN",1,"band ragamuffin"
"plays","play","NOUN","Number=Plur","nsubj","art","art","NOUN",9,"art play"
"assistance","assistance","NOUN","Number=Sing","obl","radioed","radio","VERB",3,"radio assistance"
"wood","wood","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art wood"
"stations","station","NOUN","Number=Plur","obj","radio","radio","VERB",2,"radio station"
"irrelevant","irrelevant","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band irrelevant"
"tonight","tonight","NOUN","Number=Sing","obl","band","band","NOUN",1,"band tonight"
"harry","harry","ADJ","Degree=Pos","amod","band","band","NOUN",1,"band harry"
"metamorphosis","metamorphosis","NOUN","Number=Sing","nmod","art","art","NOUN",10,"art metamorphosis"
"decades","decade","NOUN","Number=Plur","nmod","art","art","NOUN",4,"art decade"
"tactics","tactic","NOUN","Number=Plur","nmod","art","art","NOUN",4,"art tactic"
"mastered","master","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",4,"art master"
"acquired","acquire","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",4,"art acquire"
"shifting","shifting","NOUN","Number=Sing","nmod","art","art","NOUN",6,"art shifting"
"neglected","neglect","VERB","Tense=Past|VerbForm=Part","amod","art","art","NOUN",3,"art neglect"
"production","production","NOUN","Number=Sing","nmod","art","art","NOUN",18,"art production"
"folks","folk","NOUN","Number=Plur","nmod","band","band","NOUN",15,"band folk"
"late","late","ADJ","Degree=Pos","amod","concerts","concert","NOUN",16,"concert late"
"pearl","pearl","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert pearl"
"toyah","toyah","NOUN","Number=Sing","nsubj","radio","radio","NOUN",1,"radio toyah"
"mad","mad","ADJ","Degree=Pos","amod","concert","concert","NOUN",1,"concert mad"
"dissent","dissent","NOUN","Number=Sing","nmod","art","art","NOUN",5,"art dissent"
"vocal","vocal","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art vocal"
"groups","group","NOUN","Number=Plur","nmod","art","art","NOUN",1,"art group"
"reeperbahn","reeperbahn","NOUN","Number=Sing","obl","band","band","NOUN",4,"band reeperbahn"
"surly","surly","ADJ","Degree=Pos","amod","band","band","NOUN",10,"band surly"
"skunks","skunk","NOUN","Number=Plur","nmod","band","band","NOUN",10,"band skunk"
"ambulance","ambulance","NOUN","Number=Sing","obj","radio","radio","VERB",5,"radio ambulance"
"bart","bart","NOUN","Number=Sing","nsubj","radio","radio","NOUN",4,"radio bart"
"springfield","springfield","NOUN","Number=Sing","nmod","radio","radio","NOUN",3,"radio springfield"
"machiavellian","machiavellian","ADJ","Degree=Pos","amod","art","art","NOUN",4,"art machiavellian"
"cheesy","cheesy","ADJ","Degree=Pos","amod","band","band","NOUN",7,"band cheesy"
"northern","northern","ADJ","Degree=Pos","amod","art","art","NOUN",8,"art northern"
"chi","chi","ADJ","Degree=Pos","amod","arts","art","NOUN",3,"art chi"
"fucking","fucking","VERB","VerbForm=Ger","amod","radio","radio","NOUN",6,"radio fucking"
"shower","shower","NOUN","Number=Sing","nmod","radio","radio","NOUN",1,"radio shower"
"avenue","avenue","NOUN","Number=Sing","nmod","art","art","NOUN",16,"art avenue"
"hudsucker","hudsucker","NOUN","Number=Sing","nsubj","art","art","NOUN",15,"art hudsucker"
"secretarial","secretarial","ADJ","Degree=Pos","amod","arts","art","NOUN",15,"art secretarial"
"sinewy","sinewy","ADJ","Degree=Pos","amod","concert","concert","NOUN",2,"concert sinewy"
"college","college","ADJ","Degree=Pos","amod","radio","radio","NOUN",3,"radio college"
